"hochjazzen (ugs.)","","(einen) Hype machen (um) hypen (engl.) groß herausbringen (wollen) hochjubeln (zu) (ugs.) hochpushen (ugs., variabel) (einen) Mordsrummel veranstalten (um) (ugs.)"
"Pedalo (schweiz.)","","Tretboot"
"sich nichts anmerken lassen","","keine Aufmerksamkeit auf sich ziehen kein Aufsehen erregen die Fueße stillhalten (ugs., fig.)"
"zwischen zwei Buchdeckel pressen (Jargon, salopp)","","als Buch veroeffentlichen als Buch herausgeben als Buch auf den Markt bringen in Buchform herausgeben"
"Durchblicker (ugs.)","","Schlauerle (ugs.) Schlauberger (ugs.) Schlaumeier (ugs.) (ein) ganz Schlauer Schlaufuchs (ugs.) Checker (ugs.) Ausgeschlafener (ugs., fig.) Fuchs (ugs., fig.) schlauer Fuchs (ugs., fig.)"
"unterbringen","","(sich) konstituieren aus aufnehmen umfassen bestehen aus enthalten zusammengesetzt sein aus beherbergen"
"Dingskirchen (ugs.)","","Dingsda (ugs.) Dingenskirchen (ugs.) Dingens (ugs.) Dingsbums (ugs.) Dings (ugs.)"
"Datenbankindex","","Index"
"Reißverschluss","","Zippverschluss"
"Mob (derb, abwertend)","","Pack (derb, abwertend) (wilder) Haufen (abwertend) Schweinebande (derb, stark abwertend) (unzivilisierte) Bande (derb) Horde (abwertend) Rotte (Jargon) Saubande (derb, stark abwertend) Meute (abwertend)"
"Islandit","","Andesit"
"Trupp","","Meute Rudel Rotte Herde Schule Koppel Gruppe (von Tieren) Schwarm Sprung"
"Kohlroulade","","Krautwickel Krautwurst Kohlrolle"
"Divisionsgeneral","","Divisionaer"
"sehr große Schuhe","","Elbkaehne (ugs., scherzhaft)"
"Antikfilm","","Sandalenfilm Peplum (fachspr., Jargon) Antikenfilm"
"Weltpriester","","Dioezesanpriester"
"religioeser Idiot","","Religiot"
"Maezen","","Maezenat"
"gut gemacht!","","gut so! (das war) richtig! richtig so! saubere Arbeit! (ugs.)"
"Meiji-Aera","","Meiji-Zeit Meiji-Periode"
"Merkantilismus","","Colbertismus"
"Re-Islamisierung","","Islamisches Erwachen"
"zum Islam bekehren","","islamisieren"
"liken (engl.)","","eine positive Bewertung abgeben auf "gefaellt-mir" klicken (ugs.) positiv bewerten"
"Gezeiten (Plural)","","Tiden (Plural, norddeutsch)"
"Stuten (ugs., regional)","","Weißbrot Weizenbrot"
"Normalbenzin","","Normal (ugs.)"
"(ein) Niemand (sein)","","(ein) Fuzzi (ugs.) (ein) Nobody"
"Flasche (ugs.)","","Schwaechling (Hauptform) Jammerlappen (ugs.) Schlappschwanz (beleidigend) (ugs.) Wuerstchen (ugs.) Jaemmerling"
"nicht viel hermachen","","niemanden beeindrucken mit etwas ist kein Staat zu machen (variabel)"
"Operation Exporter","","Syrisch-Libanesischer Feldzug"
"Klatsche (ugs.)","","Knalltuete"
"schlaftrunken","","somnolent benommen schlaefrig"
"mal ehrlich (ugs.)","","machen wir uns (da) nichts vor (ugs.)"
"um es (einmal) klar auszusprechen","","um es geradeheraus zu sagen um das Kind beim Namen zu nennen (fig.)"
"wir wollen mal sagen","","ich will es mal so sagen lassen Sie es mich so ausdruecken sagen wir mal so"
"Brotzeit","","Zweites Fruehstueck Fruehstueckspause Pause Znueni Vesper Jause Neuner"
"Speed (ugs.)","","Amphetamin Phenylisopropylamin (fachspr.)"
"politischer Gefangener","","politischer Haeftling"
"UN-Zivilpakt","","UNO-Pakt II (schweiz.) Internationaler Pakt ueber buergerliche und politische Rechte"
"Internationales Protokoll ueber die biologische Sicherheit","","Cartagena-Protokoll"
"Biodiversitaets-Konvention","","Uebereinkommen ueber die biologische Vielfalt"
"Nationale Strategie zur biologischen Vielfalt","","Nationale Biodiversitaetsstrategie"
"Biotopvernetzung","","Biotopverbund"
"Notvorrat","","eiserne Ration"
"Sache","","Angelegenheit (ugs.) Eumel (ugs.) Geschichte (ugs.) Dingsbums (ugs.) Teil Dings (ugs.) Oernie (ugs.) Kamerad (ugs.)"
"Sus scrofa (fachspr., zoologisch)","","Wildschwein (Hauptform) Schwarzkittel"
"Istgleichzeichen","","Gleichheitszeichen"
"am gruenen Tisch entworfen (fig.)","","Kunstprodukt konstruiert (Hauptform) von schlecht verhohlener Kuenstlichkeit (geh.) ausgedacht erdacht aus der Retorte (fig.)"
"lauf weg, so schnell du kannst! (Hauptform)","","bloß weg (hier)! lauf um dein Leben! nichts wie weg (hier)! rette sich, wer kann!"
"(jemanden) fallenlassen (fig.)","","(jemanden) kalt abservieren (ugs., fig., variabel) (den) Vertrag nicht verlaengern"
"demoralisiert","","decouragiert (geh., veraltet) entmutigt"
"kleinmuetig","","ohne Zuversicht kleinglaeubig (geh., religioes) mutlos (Hauptform) ohne rechten Glauben an die Zukunft verzagt"
"(hat) resigniert","","ohne Aussicht ohne Hoffnung hat aufgegeben will nicht mehr"
"jemandem ist kein(e ...) zu bloed (ugs.)","","jemand ist sich fuer kein(e ...) zu schade jemandem ist jede(r/s ...) recht"
"Einermenge","","Singleton (engl.) einelementige Menge"
"Anfangsobjekt","","initiales Objekt"
"terminales Objekt","","finales Objekt Endobjekt"
"Paarmenge","","Zweiermenge Paar"
"kein Kinderspiel (mehr) sein","","ans Eingemachte gehen (es) ernst werden (es)"
"Intelligenzmodell","","Intelligenztheorie"
"depressiv (fachspr., medizinisch)","","dysthymisch (fachspr., medizinisch) hoffnungslos (sich) fuer nichts (mehr) interessieren(d) gemuetskrank freudlos"
"(jemandem ist) zum Heulen zumute","","(jemand) moechte (am liebsten) weinen (jemandem ist) nach Weinen"
"deprimiert","","(den) Moralischen haben (die) Ohren haengen lassen down depri (ein) Tief haben niedergeschlagen bedrueckt im Stimmungstief (das) heulende Elend haben (ugs.)"
"(jemanden) schulen","","(jemandem etwas) erklaeren heranfuehren (an) vertraut machen (mit) (jemandem) zeigen (was er zu machen hat) (ugs.) anleiten anlernen einarbeiten unterweisen (in) einweisen"
"in die erste Klasse (der ...schule) kommen","","in die Schule kommen eingeschult werden"
"von Meisterhand","","meisterlich aus der Hand eines Meisters (variabel)"
"(jemanden) mit der Nase darauf stoßen (fig.)","","(jemandem etwas) auf die Nase binden (fig.) (unerwuenschte) Aufmerksamkeit erregen auf sich aufmerksam machen schlafende Hunde wecken (fig.)"
"(sich) verdaechtig machen","","auffallen durch"
"(jemanden) an sich binden","","(jemanden) zu seinem (treuen) Gefaehrten machen (variabel)"
"pfluegen (durch) (fig.)","","(sich) einen Weg bahnen"
"(irgendwo) entlangpfluegen (fig., variabel)","","(ruecksichtslos) seine Bahn(en) ziehen"
"auf wackeligen Fueßen stehen","","wackelig auf den Fueßen stehen wackeln keinen festen Stand haben wackelig sein wackelig stehen nicht fest stehen kippelig sein"
"Alphabettafel","","Witchboard (engl.) Ouija Seelenschreiber Talking Board (engl.) Hexenbrett"
"(im Leben) Ansprueche stellen","","auf sich halten (sich) nach unten abgrenzen anspruchsvoll sein (bei den besseren Kreisen) dazugehoeren wollen"
"großes Hallo","","laute Begrueßung"
"Ende vierzig (Alter)","","in den spaeten Vierzigern"
"(sich) anschauen","","(sich) umsehen (sich) ansehen sichten (sich) umschauen bei"
"nicht gern gesehen werden","","(es gibt) boese Blicke (variabel) unerwuenscht sein boese Blicke ernten (variabel)"
"etwas missverstehen","","einem Missverstaendnis aufsitzen einem Missverstaendnis erliegen (zum) Opfer eines Missverstaendnisses werden"
"Woche fuer Woche","","jede Woche (Hauptform) in jeder Woche (wieder) allwoechentlich"
"Idee vom Leben","","Lebensplan Lebensmodell Vorstellung vom Leben Lebensentwurf"
"hoppla, hier komm ich! (Lebenseinstellung)","","(nach der Devise) was kostet die Welt?"
"(sich) einen Krankenschein holen (ugs., veraltet)","","krankfeiern (abwertend) (sich) einen Gelben holen (ugs., veraltend) (sich) einen Krankenschein nehmen (ugs.) (sich) krankschreiben lassen"
"ordnungsstiftendes Prinzip","","(eine) ordnende Hand jemand, der fuer Ordnung sorgt"
"Kleinteile","","Kruscht (sueddt.) kleine Teile Kleinkram (Hauptform) Kleinmaterial Krimskrams Kleinscheiß (derb, abwertend)"
"wer weiß, wofuer es gut ist (Spruch, variabel)","","(etwas) hat(te) vielleicht auch etwas Gutes es war nicht alles schlecht (Spruch)"
"Einmal...","","Wegwerf..."
"erfolgreich","","gelungen produktiv mit einem (guten) Ergebnis gewinnbringend von Erfolg gekroent fruchtbringend"
"freches Maul (ugs.)","","loses Maul Berliner Schnauze loses Mundwerk Kodderschnauze (ugs.)"
"so etwas Banales wie","","(die) Niederungen (einer Sache) (fig.)"
"Nullebene","","Basement (engl.)"
"Kernstadt","","(eigentliches) Stadtgebiet"
"perivenoese Enzephalomyelitis","","Hurst-Enzephalitis akute demyelinisierende Enzephalomyelitis akute disseminierte Enzephalomyelitis"
"Wallersche Degeneration","","Waller-Degeneration"
"vaskulaere Enzephalopathie","","subkortikale arteriosklerotische Enzephalopathie Morbus Binswanger"
"Nukleus (fachspr.)","","Kern Kerngebiet Nucleus (fachspr.)"
"Leitwaehrung","","Ankerwaehrung"
"Muenznominal","","Nominal"
"rheinischer Groschen","","Albus Weißpfennig"
"Schneeberger","","Zinsgroschen Mutgroschen"
"Sechsling","","Sechser Soeßling"
"Polnisch-Tschechoslowakischer Grenzkrieg","","Siebentagekrieg"
"Translozierung","","Transferierung"
"Dwinabucht","","Dwinabusen"
"gewaltig","","Mords... (ugs.) sehr groß Riesen... (ugs.) Wahnsinns... (ugs., emotional)"
"(es ist) Zeit fuer den großen Auftritt","","(der) lang erwartete Moment (ist da)"
"(seiner) Bestimmung uebergeben (Tunnel)","","eroeffnen"
"Tollhonig","","Tuerkischer Wildhonig Giftiger Honig Pontischer Honig"
"Floristik","","Floristische Geobotanik"
"in ein Wespennest stechen (fig.)","","(einen) Shitstorm ausloesen (maechtig) Staub aufwirbeln (fig.) (einen) Skandal heraufbeschwoeren"
"(einen) wunden Punkt beruehren (fig.)","","alte Wunden aufreißen (fig.) (einen) Nerv treffen (fig.) in ein Wespennest stechen (fig.) (ein) heißes Eisen anfassen (fig.)"
"zur Landung ansetzen","","landen im Landeanflug (sein) runtergehen (ugs.)"
"Stanser Vertraege","","Stanser Verkommnis"
"Saubannerzug","","Zug des torechten Lebens Kolbenbannerzug"
"Apostolischer Palast","","Papstpalast Vatikanpalast"
"Katzbalger","","Landsknechtsschwert"
"Saubaer (oberdeutsch)","","maennliches Hausschwein"
"Knueppeldamm","","Knueppelweg Bohlenweg Pruegelweg"
"Mindestreserve-System","","Teilreserve-System Fraktionales Reserve-System"
"Waehrungssystem","","Waehrungsordnung"
"Einlagensicherung","","Guthabensicherung"
"Rueckkaufvereinbarung","","Repo (engl.)"
"Stueckzins","","Marchzins (schweiz.)"
"Aktienleihe","","Aktiendarlehen"
"Blankodarlehen","","Blankokredit"
"Beleihungssatz","","Beleihungsgrenze"
"Kreditsicherheit","","Kreditsicherung"
"Parteiprogramm","","Grundsatzprogramm"
"Amputation nach Pirogoff","","Amputation nach Pirogoff-Spitzy Pirogoff-Amputation Amputation nach Spitzy"
"Fahrradschlauch","","Schlauch (ugs.)"
"Pflasterdecke","","Pflasterung"
"Sandweg","","(Weg mit) wassergebundene(r) Wegedecke (fachspr.) Schotterweg"
"Fahrweg","","(temporaere) Baustellenzufahrt Behelfsstraße Baustraße"
"patentieren","","rechtlich durch ein Patent schuetzen"
"freischaufeln","","freimachen frei schaufeln"
"sich Drogen spritzen","","fixen druecken (ugs., Jargon)"
"(gemeinsam) ans Laufen bringen","","Geburtshilfe leisten (fig.) beim Start unterstuetzen (Hauptform) ueber die Startschwierigkeiten hinweghelfen (jemandem) auf die Spruenge helfen"
"(jemandem) auf die Spruenge helfen","","(jemandes) Gedaechtnis auf die Spruenge helfen (jemandem) einen Tipp geben (jemandem) einen Stups in die richtige Richtung geben"
"zugeben, gescheitert zu sein","","(das) eigene Versagen zugeben (das) Eingestaendnis, (mit ...) gescheitert zu sein (einer) Bankrotterklaerung gleichkommen"
"Ermittlung des Leistungsstands","","Lernstandserhebung (fachspr., Jargon)"
"(jemanden) belehren","","(jemanden) Nachhilfe geben"
"(etwas) weglaecheln","","freundlich ignorieren"
"(etwas) weglaecheln","","charmant ueberspielen"
"(die) Traumfabrik","","Hollywood"
"vertauschbar","","permutierbar (fachspr., lat., mathematisch) kommutabel (fachspr., lat.) kommutativ (fachspr., lat., mathematisch) umstellbar"
"Bruchfluegel","","Scholle Block"
"Verwerfungslinie","","Stoerungslinie Bruchlinie"
"Anstehendes","","anstehendes Gestein"
"Knollenmergel (veraltet)","","Trossingen-Formation Feuerletten (veraltet)"
"Matrjoschka","","Matroschka"
"Allgemeine Erklaerung der Menschenrecht","","UN-Menschenrechtscharta Deklaration der Menschenrechte"
"Arabische Menschenrechtscharta","","Arabische Charta der Menschenrechte"
"Charta der Wissenschaft","","Europaeische Charta fuer Forscher"
"Union von Lublin","","Lubliner Union"
"Warschauer Religionsfriede","","Konfoederation von Warschau"
"Catecholamine","","Brenzcatechinamine Katecholamine"
"Urlaub haben","","in Urlaub sein Urlaub machen urlauben (ugs.)"
"nur","","allerdings schon denn doch"
"fuehren","","verkaufen (koennen) (bei uns) zu bekommen sein im Sortiment haben (auch figurativ, Hauptform) im Programm haben (ugs., Jargon) (jemandem) anbieten koennen liefern (koennen) vorraetig haben im Angebot haben (etwas) bekommen Sie (bei uns) (variabel)"
"geheimnisvoll tun","","(ein) Geheimnis machen (aus) (sich) geheimnisvoll gebaerden"
"Rettungsaktion","","Hilfsaktion"
"(die) eidesstattliche Versicherung abgeben","","(den) Offenbarungseid leisten (die) EV abgeben (die) Vermoegensauskunft erteilen (ab 2013)"
"Offenbarungseid","","E. V. (Abkuerzung) eidesstattliche Versicherung (Hauptform) Versicherung an Eides statt EV (Abkuerzung)"
"(sich) (fuer) bankrott erklaeren","","pleite gehen (ugs.) in die Insolvenz gehen (sich) fuer zahlungsunfaehig erklaeren insolvent werden in Konkurs gehen (seinen) Bankrott erklaeren"
"(sich) erschleichen","","(sich) ergaunern (fuer sich) organisieren (sich) erschwindeln"
"Nebenlaeufigkeit","","Parallelitaet"
"Neuverfilmung","","Remake"
"Neueinspielung","","Neufassung Coverversion Neuaufnahme"
"Finanzwesen","","Geldwesen"
"Mischungsschmierung","","Gemischschmierung"
"Laubenkolonie","","Gartenkolonie"
"Knirps (Markenname)","","Taschenschirm"
"Papierwaren","","Papierwarenhandlung Papeterie (franz., schweiz.)"
"SPO","","Studien- und Pruefungsordnung (fachspr.)"
"Akkolade","","geschweifte Klammer Schweifklammer Nasenklammer"
"linke geschweifte Klammer","","oeffnende geschweifte Klammer"
"unangenehm ueberrascht werden","","(eine) boese Ueberraschung erleben (sein) blaues Wunder erleben (sprichwoertlich)"
"Frontalunterricht","","Klassenunterricht"
"Verteilungsprinzip","","Verteilungsregel"
"seiner Aussage nach","","ihm zufolge (Amtsdeutsch) seiner Aussage zufolge nach dem, was er sagt (ugs.) (getan haben) wollen wie er behauptet so wie er sagt (ugs.) behaupten (etwas getan zu haben) nach seinen Worten"
"angeblich","","ach so (Einschub vor Adjektiv) (ugs.) es heißt, dass (geh.) wie man nicht muede wird zu betonen (floskelhaft, variabel) wie man sagt wie behauptet wird sollen (geh.) Berichten zufolge"
"Waschsalon","","Muenzwaescherei"
"latente Gefahr","","Damoklesschwert latente Bedrohung tickende Zeitbombe (fig.)"
"Klaepperchen (ugs.)","","Holzsandale Klaepperkes (ugs., ruhrdt.)"
"Holzpantoffel","","Klotschen Clog"
"Sicherheitsschuh","","Arbeitsschuh"
"Pfennigabsatz","","Bleistiftabsatz"
"Sandalette(n) (Hauptform)","","Absatz-Sandale (fuer Damen)"
"Betaeubungsmittelkonventionen","","Suchtstoffuebereinkommen"
"Nebeneffekt","","Seiteneffekt"
"Automat","","abstrakte Maschine"
"nervenaufreibende Partie (variabel)","","Fußballkrimi Fußballdrama"
"Lebensraumtyp","","FFH-Lebensraumtyp"
"Vorduene","","Primaerduene"
"Weißduene","","Haldenduene Sekundaerduene"
"Marienfrauenschuh","","Europaeischer Frauenschuh Frauenschuh Gelb-Frauenschuh Gelber Frauenschuh"
"Baedertherapie","","Balneotherapie"
"medizinisch-technischer Laboratorumsdienst (veraltet)","","biomedizinische Analytik"
"Funktionsdienst","","Medizinisch-technischer Dienst (oesterr.)"
"Strukturaufklaerung","","Strukturanalyse"
"Tollensprobe","","Silberspiegelprobe"
"Lieben-Reaktion","","Iodoformprobe"
"Tau (Hauptform)","","Fruehtau Morgentau"
"mit Reif ueberzogen","","mit Reif bedeckt reifbedeckt von Reif bedeckt bereift reifueberzogen von Reif ueberzogen"
"von einer Eiskruste ueberzogen","","Eisueberzug Klareis"
"Hagel (Hauptform)","","Eiskoerner Eisklumpen"
"Hagelkorn","","Eiskorn"
"Hagelschlag","","Hagelschauer"
"Schnee mit Regen vermischt","","Schneeregen"
"Coach (ugs., fig.)","","Teamberater (maennl.) Supervisorin (weibl.) Supervisor (maennl.) Teamberaterin (weibl.)"
"Man muss (es) nur wollen. (variabel)","","Wo ein Wille ist, (da) ist auch ein Weg. (Sprichwort)"
"Psychoanalytiker","","analytisch arbeitender Psychotherapeut Analytiker"
"Joggingschuh","","Laufschuh"
"Scheiße, wenn man doof ist. (derb, Spruch)","","so ein Bloedmann! (ugs., variabel) (Mann,) war das (vielleicht) ein Idiot! (ugs., variabel) was fuer ein daemlicher Hund! (ugs., fig., variabel) Wie bloed kann man sein!? (ugs., Spruch, variabel)"
"(...) der alten Schule","","(von) der alten Garde vom alten Schlag"
"Hauptmarschall der Truppengattung","","Hauptmarschall der Waffengattung"
"Nedelin-Katastrophe","","Nedelin-Desaster"
"Godiva-Apparat","","Godiva-Reaktor"
"Scheinperitonitis","","Abdominalsyndrom Pseudoperitonitis"
"Ischurie","","Harnverhaltung Harnverhalt"
"Choreomania","","Tanzwut Tanzsucht Tanzkrankheit Tanzplage (historisch)"
"Maedchen fuer alles (Filmset) (fig.)","","Set-Runner"
"Buehnenarbeiter","","Kulissenschieber (abwertend, veraltend)"
"Aktionsturbine","","Impulsturbine Gleichdruckturbine"
"im besten Glauben (etwas Gutes zu tun)","","wohlmeinend voll der besten Absichten freundlich bemueht"
"Jeder gegen jeden","","Rundenturnier"
"Einzelausscheidung","","K.-o.-System"
"Balkenverband","","Gebaelk Balkenwerk"
"(jemand) hat gut lachen (Hauptform)","","fein raus sein (wie) schoen fuer dich! (Spruch) (jemand) hat gut reden (jemand) kann (gut) lachen (fuer jemanden) ist die Welt in Ordnung (dann) freu dich (doch)! (Spruch)"
"(jemandem) ueber","","besser (jemandem) ueberlegen mehr draufhaben staerker"
"souveraen","","ueberlegen gelassen sicher"
"seelenruhig","","(so leicht) nicht zu erschuettern (so leicht) nicht aus der Ruhe zu bringen (Hauptform) dickfellig unbeeindruckt ungeruehrt"
"Sicherheitsbehaelter","","Containment (engl.)"
"Reaktordruckbehaelter","","Reaktorkessel"
"SF (Abkuerzung)","","SF-Bau (Abkuerzung) Schluesselfertiges Bauen"
"Digitalisiertablett","","Grafiktablett"
"Haptik","","haptische Wahrnehmung"
"Spielekonsole","","Spielkonsole"
"Konsolenspiel","","Konsolengame"
"Computerspiel","","PC-Game Computergame PC-Spiel"
"Signaturtablett","","Unterschriftenpad"
"aktiver Eingabestift","","aktiver Stylus Digitizer"
"Eingabestift","","Stylus (engl.) Touchpen (engl.)"
"Digitalkunst","","Digitale Kunst"
"starker Atheismus","","Antitheismus"
"Politmarionette","","Marionettenpolitiker"
"Polypgreifer","","Schrottgreifer Spinne Mehrschalengreifer"
"Einachsschlepper","","Einachstraktor Einachser"
"Siemens-Schuckert","","Siemens-Schuckertwerke"
"Wernerwerk-Hochbau","","Wernerwerk-Hochhaus Schaltwerk-Hochhaus Gebaeudegruppe 10 Wernerwerk X"
"Treuhand","","Treuhandanstalt"
"Landtag Steiermark","","Steiermaerkischer Landtag (veraltet)"
"steiermaerkisch","","steirisch"
"Bundesministerium fuer Bildung und Frauen","","Unterrichtsministerium (Kurzform)"
"Pangaea","","Pangea (selten) Pangaea"
"Begriffsbeziehung","","Begriffsverhaeltnis"
"gewoehnlicher Bruch","","gemeiner Bruch"
"Lothringer Bauernhaus","","Lothringerhaus"
"Einhof","","Eindachhof Einfirsthof"
"Bodenspeicher","","Lagerhaus (Hauptform) Fruchtkasten Packhaus Fruchthaus Speicher"
"Vierkanthof","","Vierkanter (oesterr.)"
"suedwestdeutsches Einhaus","","suedwestdeutsches Bauernhaus breitgegliedertes Einfirsthaus"
"Einhaus","","Einfirsthaus"
"Schleswiger Haus","","(juetisches quergeteiltes) Geesthardenhaus cimbrisches Haus"
"Gulfhof","","Ostfriesenhaus Gulfhaus"
"Niedersachsenhaus (volkstuemlich)","","Hallenhaus"
"Haubarg","","Hauberg"
"Friesenhaus","","uthlandfriesisches Haus"
"Uthlande","","Utlande"
"Mandrankels","","Grote Madetuen Grote Mandrenke (niederlaendisch) zweite Marcellusflut"
"Gruppenhof","","Haufenhof"
"manisch","","uebereifrig blindwuetig wie von einem boesen Geist getrieben (variabel) (wie) getrieben (wie) besessen"
"Richtschnur","","Handlungsmaxime Orientierungsmaßstab"
"Hirnorganisches Psychosyndrom (veraltet)","","Organisches Psychosyndrom"
"Flugzeugkatapult","","Flugzeugschleuder (veraltet)"
"Tonwelle","","Capstan"
"Knockbuster","","Mockbuster"
"Lotos","","Lotosblume"
"Bestreitbarkeit","","Abstreitbarkeit"
"Darstellungsmatrix","","Abbildungsmatrix"
"projektive Kollineation","","Projektivitaet"
"Gelenkbus","","Gliederbus Ziehharmonikabus (ugs.) Gelenkzug Gelenkwagen Schlenker (ugs.) Schlenki (ugs.) Gelenker"
"Gliederfahrzeug","","Gelenkfahrzeug"
"Gelenkoberleitungsbus","","Schlenker (ugs.) Schlenki (ugs.)"
"Solobus","","Solowagen Normalbus"
"Harmonikainstrument","","Harmonika"
"Reisecar (schweiz.)","","Autocar (schweiz.) Car (franz., schweiz.) Reisebus (Hauptform)"
"elektronische Patientenakte","","elektronische Gesundheitsakte"
"Krankenakte","","Patientenakte"
"Recht auf Eigenauskunft","","Recht auf Selbstauskunft"
"Eigenauskunft","","Selbstauskunft"
"Ziehharmonikatuer","","Harmonikatuer Falttuer"
"mangelhaft","","Note fuenf Note mangelhaft Note 5 eine Fuenf"
"zwar ... aber ...","","einesteils ... zum anderen ... (die) zwei Seiten der Medaille (fig., sprichwoertlich) zum einen ... zum anderen ... einerseits ... andererseits ... auf der einen Seite ... auf der anderen Seite ... (ein) zweischneidiges Schwert (fig., sprichwoertlich)"
"Nagelgurt (schweiz.)","","Nagelkette Reifenkiller (ugs.) Nagelsperre Nagelstreifen Nagelband"
"sammelnd","","anhaeufend zusammentragend"
"Positivismus","","Empirismus"
"Lehre vom Uebernatuerlichen","","Lehre vom Ursprung, Voraussetzungen und Sinn des Seins (geh.) Metaphysik (Philosophie, Hauptform)"
"Naturlehre","","Naturwissenschaft Naturforschung"
"Idiolatrie (fachspr., griechisch)","","Selbstvergoetterung"
"Pferdemensch","","Zentaur (Hauptform) Kentaur"
"ganz zum Schluss (kommen)","","der letzte sein ganz am Schluss (kommen) ganz zuletzt (kommen) das Schlusslicht bilden (fig.)"
"am hintersten Ende","","zuallerletzt ganz zuletzt als allerletztes"
"lassen Sie es mich so ausdruecken","","lassen Sie es mich so sagen ich wuerde es vielleicht so ausdruecken (variabel) ich moechte es (einmal) so formulieren ich moechte es (einmal) so sagen lass es mich dir so erklaeren"
"Muay Thai","","Thaiboxen"
"Langlebige Kiefer (fachspr., botanisch)","","Pinus longaeva (fachspr., botanisch) Grannenkiefer"
"Traenen-Kiefer (fachspr., botanisch)","","Traenenkiefer Pinus wallichiana (fachspr., botanisch)"
"Taxus cuspidata (fachspr., botanisch)","","Japanische Eibe (fachspr., botanisch)"
"Eibe","","Taxus (fachspr., botanisch)"
"Taxus x media 'Hicksii' (fachspr., botanisch)","","Fruchtende Bechereibe (fachspr., botanisch)"
"Hybrid-Eibe (fachspr., botanisch)","","Taxus x media (fachspr., botanisch) Bechereibe"
"Taxus x media 'Hillii' (fachspr., botanisch)","","maennliche Bechereibe nicht fruchtende Bechereibe (fachspr.)"
"Taxus baccata 'Fastigiata' (fachspr., botanisch)","","Saeuleneibe"
"Waldkiefer","","normale Kiefer (ugs.) Kiefer (ugs.) Gemeine Kiefer (fachspr., botanisch) Wald-Kiefer (fachspr., botanisch) Pinus sylvestris (fachspr., botanisch)"
"Pinus strobus (fachspr., botanisch)","","Strobe Weymouth(s)kiefer Weymouth-Kiefer (fachspr., botanisch)"
"Pinus nigra (fachspr., botanisch)","","Schwarzkiefer"
"Schirmfoehre","","Pinus nigra ssp. nigra (var. austriaca) (fachspr., botanisch) Oesterreichische Schwarzkiefer (fachspr., botanisch) Parapluie-Baum (ugs., wienerisch)"
"(jemandem) geht es gut","","gedeihen (jemandem) geht es praechtig gut wachsen (sich) gut entwickeln aufbluehen (Mensch) (fig.)"
"ausschlagen","","austreiben hervorsprießen treiben Triebe bilden sprießen Triebe ansetzen"
"schießen (bestimmte Gemuesepflanzen) (ugs., Jargon)","","(einen) Bluehtrieb bilden Aehren schieben (fachspr.)"
"Spektrograf","","Spektrograph"
"(sich) an die Tatsachen halten","","(sich) nicht in Spekulationen ergehen (sich) auf die Tatsachen beschraenken nicht herumspekulieren nur glauben, was man sieht (sich) an die Fakten halten bei den Fakten bleiben"
"kuehn (Behauptung)","","abenteuerlich (Vermutung o.ae.) steil (These) forsch (Aussage) gewagt (Annahme o.ae.)"
"Maedle (ugs., schwaebisch)","","Deern (ugs., norddeutsch) Maderl (ugs., sueddt.) Kindchen (Anrede) Maederl (ugs., sueddt.) Schickse (regional, veraltend) Maedel (ugs., sueddt.) kleines Maedchen Kleines (Anrede) Mad(e)l (ugs., sueddt.) Goer(e) (ugs., regional) (eine) Kleine Maedchen (Kind) (Hauptform)"
"Wildtyp (fachspr.)","","Wildform"
"Ziersorte (Pflanze)","","Zuchtform"
"Nutzpflanze","","Nutzsorte"
"(den) Bock zum Gaertner machen (fig.)","","(den) Teufel mit dem Beelzebub austreiben (fig.) (das) Gegenteil von dem tun, was getan werden muesste"
"Auge um Auge, Zahn um Zahn.","","Gleiches mit Gleichem vergelten (jemandem) mit gleicher Muenze heimzahlen Wie du mir, so ich dir."
"Obstwiese","","Obstbaumwiese Streuobstwiese (fachspr., Hauptform)"
"unbedingt brauchen","","(einer Sache) verfallen angewiesen auf (koerperlich) abhaengig (von) suechtig (nach)"
"jemanden drankriegen","","(jemanden) am Arsch haben (derb) (jemanden) am Wickel haben (ugs.) (er) gehoert mir (etwas) gegen jemanden in der Hand haben (sich) jemanden kaufen (ugs.)"
"Windpark","","Windfarm"
"Ravennagras","","Elefantengras"
"Elefantengras","","Uganda-Gras Napiergras"
"Gedenkstaette","","Kranzabwurfstelle (sarkastisch)"
"eingebildeter Schnoesel (ugs., abwertend)","","arroganter Pinsel (ugs., abwertend) aufgeblasener Wichtigtuer (ugs., abwertend)"
"Gschaftlhuber (ugs., sueddt.)","","Wichtigtuer Großtuer"
"Streit haben (Frauen / Maedchen)","","Stress haben (Frauen / Maedchen) Zickenterror Streit unter Frauen"
"was will man mehr! (ugs.)","","besser geht's (wohl) nicht"
"ungewohnt frueh (kommen)","","frueh dran (sein) (ugs.)"
"spaet dran (sein)","","ungewohnt spaet (kommen)"
"klingen nach","","(sich) anhoeren wie (sich) anhoeren nach"
"aufdringlich (Geruch, Duft) (Hauptform)","","sich vordraengen(d) durchdringend dominant penetrant stark in die Nase stechen(d) alles andere ueberdecken(d) (variabel) intensiv"
